url,is_url_valid_status
https://www.dealersocket.com/,True
https://www.dealerx.com,True
https://www.decide.co,True
https://www.decisionlinks.com/,True
https://www.deeprootanalytics.com,True
https://www.deepsync.com/,True
https://www.deepsync.com/accudata/,True
https://www.deepsync.com/homedata/,True
https://www.deepsync.com/student-marketing-data/,True
https://www.definitivehc.com,True
https://www.delivr.ai/,True
https://www.deloitte.com,True
https://www.demandbase.com,True
https://www.demandscience.com,True
https://www.demyst.com,True
https://www.diablomedia.com/,True
https://www.dice.com,True
https://www.digitalmediasolutions.com,True
https://www.digitalvikingmedia.com,True
https://www.disconetwork.com/,True
https://www.disqus.com,True
https://www.dnb.com/,True
https://www.dspolitical.com/,True
https://www.dstillery.com,True
https://www.dtn.com,True
https://www.eab.com,True
https://www.edvisors.com,True
https://www.ekata.com,True
https://www.eltoro.com,True
https://www.emailindustries.com/,True
https://www.enformion.com,True
https://www.enigma.com,True
https://www.eprodirect.com,True
https://www.epsilon.com,True
https://www.equifax.com,True
https://www.erepublic.com,True
https://www.esiteanalytics.com,True
https://www.evorra.com,True
https://www.evs7.com,True
https://www.exactcustomer.com,True
https://www.exactdata.com,True
https://www.exlservice.com,True
https://www.experian.com,True
https://www.experian.com/healthcare/,True
https://www.exploreatlas.io/,True
https://www.explorium.ai,True
https://www.eyeota.com,True
https://www.familytreenow.com,True
https://www.famousbirthdays.com,True
https://www.faraday.ai/,True
https://www.fastpeoplesearch.com,True
https://www.fideo.ai,True
https://www.fifty.io,True
https://www.findem.ai/,True
https://www.finsum.com,True
https://www.finthrive.com,True
https://www.firstdirectmarketing.com,True
https://www.firstorion.com,True
https://www.flashintel.ai/,True
https://www.focus-usa.com,True
https://www.forager.ai,True
https://www.forddirect.com,True
https://www.forewarn.com/,True
https://www.fourleafdata.com,True
https://www.fourthwall.tv,True
https://www.freepeoplesearch.com/,True
https://www.freewheel.com/,True
https://www.fusable.com,True
https://www.fushiamedia.com,True
https://www.fusion92.com/,True
https://www.getrev.ai,True
https://www.giantpartners.com,True
https://www.grassrootsanalytics.com/,True
https://www.grayhairsoftware.com/,True
https://www.greatlakeslists.com/,True
https://www.greenwich.com/,True
https://www.grin.co/,True
https://www.groundtruth.com,True
https://www.growbots.com,True
https://www.healthcare.com,True
https://www.healthlinkdimensions.com,True
https://www.healthwisedata.com,True
https://www.heartbeat.ai,True
https://www.helixcampaigns.com/,True
https://www.hightouch.com,True
https://www.hireez.com,True
https://www.hivestack.com,True
https://www.hubspot.com/,True
https://www.hunter.io,True
https://www.i-360.com/,True
https://www.id5.io/,True
https://www.idatabasesolutions.com,True
https://www.ididata.com/,True
https://www.idm.us.com/,True
https://www.ileads.com,True
https://www.inboundinsight.com,True
https://www.infillion.com,True
https://www.infopay.com,True
https://www.informa.com/,True
https://www.information.com/,True
https://www.inmarket.com,True
https://www.instantcheckmate.com,True
https://www.instantly.ai,True
https://www.intelius.com,True
https://www.intentiq.com/,True
https://www.intentsify.io/,True
https://www.internetbrands.com,True
https://www.ipapi.co/,True
https://www.iqviadigital.com/,True
https://www.irys.us/,True
https://www.ispot.tv/,True
https://www.issgovernance.com,True
https://www.issmarketintelligence.com/,True
https://www.jdmlistservices.com,True
https://www.jdpower.com,True
https://www.jigyasaanalytics.com,True
https://www.jmr-media.com,True
https://www.jungroup.com,True
https://www.kargo.com,True
https://www.keymarketingadvantage.com,True
https://www.keywordconnects.com,True
https://www.kidslivesafe.com,True
https://www.kindsight.io/privacy-policy/,True
https://www.knowertech.com/,True
https://www.koddi.com,True
https://www.komodohealth.com,True
https://www.lead411.com,True
https://www.leadiq.com,True
https://www.leadmemedia.com,True
https://www.leadpost.com,True
https://www.leadsmarket.com,True
https://www.leadspace.com,True
https://www.leidosiq.com/,True
https://www.lexisnexis.com/en-us,True
https://www.lightcast.io,True
https://www.lionsharemarketing.com,True
https://www.livedatatechnologies.com/,True
https://www.liveintent.com,True
https://www.liveramp.com,True
https://www.lizdev.com,True
https://www.locatesmarter.com,True
https://www.lookify.io,True
https://www.loopme.com,True
https://www.lotame.com,True
https://www.lsmapps.com/,True
https://www.lusha.com,True
https://www.m1-data.com,True
https://www.madhive.com,True
https://www.magnite.com,True
https://www.mailinglists.com,True
https://www.malvernmedia.com,True
https://www.marketforcecorp.com/,True
https://www.marketops.com,True
https://www.matchbookdata.com/,True
https://www.maxmind.com,True
https://www.media.net,True
https://www.mediaocean.com/,True
https://www.mediawallah.com,True
https://www.medprosystems.com,True
https://www.melissa.com/,True
https://www.meltwater.com,True
https://www.merkle.com,True
https://www.messagedigital.com,True
https://www.missionwired.com,True
https://www.mobilewalla.com/,True
https://www.modfxlabs.com,True
https://www.mogean.com,True
https://www.monevo.com,True
https://www.monitorbase.com/,True
https://www.moodys.com,True
https://www.mrss.com,True
https://www.mylife.com/,True
https://www.n-focus.com,True
https://www.namericanmedia.com,True
https://www.nationalopinioninstitute.com/,True
https://www.nativo.com/,True
https://www.ncsolutions.com/,True
https://www.netwisedata.com,True
https://www.nextroll.com/,True
https://www.nexxen.com,True
https://www.nielsen.com/,True
https://www.nuwber.com/,True
https://www.omginc.xyz,True
https://www.onaudience.com,True
https://www.oncoreleads.com,True
https://www.onspotdata.com,True
https://www.opensend.com/,True
https://www.openx.com/,True
https://www.outbrain.com/,True
https://www.outlogic.io/,True
https://www.outwardmedia.com,True
https://www.pacificeast.com,True
https://www.paramountdirectmarketing.com,True
https://www.path2response.com,True
https://www.peopledatalabs.com/,True
https://www.peoplefinders.com,True
https://www.peoplefindersdaas.com,True
https://www.pipl.com,True
https://www.pitchbook.com/,True
https://www.placeexchange.com,True
https://www.plungedigital.com/,True
https://www.pmg.com,True
https://www.popacta.com,True
https://www.porchgroupmedia.com,True
https://www.possiblenow.com,True
https://www.postie.com,True
https://www.postpilot.com,True
https://www.precisely.com,True
https://www.predactiv.com,True
https://www.preqin.com/,True
https://www.privaterecords.net,True
https://www.privco.com,True
https://www.prodpro.com/,True
https://www.propertyradar.com,True
https://www.propertyreach.com,True
https://www.publicdatacheck.com,True
https://www.publicinfoservices.com,True
https://www.pubmatic.com/,True
https://www.pulsepoint.com/,True
https://www.purecars.com,True
https://www.pwc.com/us,True
https://www.quad.com,True
https://www.quadrant.io/,True
https://www.qualfon.com,True
https://www.rampedup.io,True
https://www.rayinsights.com,True
https://www.realeflow.com,True
https://www.realsourcedata.com,True
https://www.recruitbot.com,True
https://www.redidata.com,True
https://www.redmob.io/,True
https://www.reklaimyours.com/,True
https://www.remodeling.com,True
https://www.resonate.com,True
https://www.retention.com,True
https://www.revcontent.com,True
https://www.revealmobile.com/,True
https://www.reveliolabs.com,True
https://www.revoptimal.com/,True
https://www.richmediallc.com,True
https://www.risk.lexisnexis.com/,True
